alternative_explanation,artifact_status,baseline_bin,causal_status,condition,confidence,control_ari,control_variant,current_ari,dataset_id,delta_ari,effect_state,evidence_level,evidence_source,failure_pattern,gate_usage_raw,global_delta,global_metric,global_nonpositive,input_protocol,interpretation,intervention_location,label_free_local_metric_available,local_delta,local_global_disconnect,local_metric,local_metric_label_use,local_positive,magnitude_proxy_json,magnitude_proxy_keys,measurement_timing,negative_headroom,paired_delta_scope,positive_headroom,post_treatment_descriptor,readout,replay_eligible,seed_count,seeds,selection_policy,source_batch,status,structural_source,variant,variant_family,version
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,-0.0013696038035040884,local__statlog_german_credit,-0.024424585544646944,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,0.0023647200102797773,local__statlog_german_credit,-0.02069026173086308,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,0.01875771114190988,local__statlog_german_credit,-0.004297270599232978,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.43744568087025154,local__statlog_image_segmentation,-0.08581134384327455,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.2088039398740341,local__statlog_image_segmentation,-0.31445308483949197,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.4466064685575937,local__statlog_image_segmentation,-0.07665055615593236,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.43069711170420555,local__statlog_image_segmentation,-0.09255991300932054,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.41848296330586443,local__statlog_image_segmentation,-0.10477406140766166,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.38965605772018913,local__statlog_image_segmentation,-0.13360096699333696,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.434503429410156,local__statlog_image_segmentation,-0.08875359530337007,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.4408327636333944,local__statlog_image_segmentation,-0.08242426108013168,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.4-0.6,observational,,low_observational_summary,0.5232570247135261,scmae_only,0.23429180105775252,local__statlog_image_segmentation,-0.2889652236557736,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.5232570247135261,matched three-run group means; raw per-seed rows not in snapshot,0.4767429752864739,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.03848319858508417,scmae_only,-0.036812458719745235,local__steel_plates_fault,0.0016707398653389369,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.03848319858508417,matched three-run group means; raw per-seed rows not in snapshot,1.0384831985850842,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.03848319858508417,scmae_only,-0.0007788232221401155,local__steel_plates_fault,0.037704375362944055,positive,149-dataset x 3-seed matrix,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.03848319858508417,matched three-run group means; raw per-seed rows not in snapshot,1.0384831985850842,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.03848319858508417,scmae_only,-0.0369810884128741,local__steel_plates_fault,0.0015021101722100735,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.03848319858508417,matched three-run group means; raw per-seed rows not in snapshot,1.0384831985850842,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.03848319858508417,scmae_only,-0.02721189016220051,local__steel_plates_fault,0.011271308422883663,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.03848319858508417,matched three-run group means; raw per-seed rows not in snapshot,1.0384831985850842,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
